metro_area,customer_satisfaction,BusinessAcceptsCreditCards,WheelchairAccessible,OutdoorSeating,HasTV,DogsAllowed,GoodForKids,RestaurantsGoodForGroups,DriveThru,RestaurantsPriceRange2,latenight,lunch,dinner,breakfast,HasFreeWiFi
Santa Barbara,45,1,NA,1,1,NA,1,1,1,1,0,1,1,0,1
Nashville,0,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1
Tucson,0,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,58.5,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,0
St Louis,-22,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,18,1,NA,1,1,NA,1,0,0,1,0,0,0,0,NA
Tucson,17.5,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Indianapolis,8,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,32,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,-4.5,1,NA,NA,NA,NA,0,NA,1,1,0,0,0,0,1
St Louis,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
Philadelphia,0,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,30,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Nashville,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Nashville,15,1,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,0,1,NA,1,1,NA,2,NA,NA,NA,NA,1
Tampa,-14.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
St Louis,0,1,1,1,NA,NA,1,0,1,1,NA,NA,NA,NA,0
Philadelphia,36,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
St Louis,15,1,NA,0,1,NA,1,1,NA,2,0,0,0,0,0
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,-28.5,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
St Louis,0,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Boise,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Tampa,0,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,43,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,20,1,NA,1,1,NA,1,1,0,1,0,1,1,0,0
St Louis,0,1,NA,1,1,NA,1,0,NA,1,0,0,0,0,0
Santa Barbara,9,1,NA,1,1,NA,1,1,1,1,0,1,1,0,1
Nashville,0,1,1,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,0
St Louis,0,1,NA,0,1,NA,1,1,NA,2,NA,NA,NA,NA,0
Nashville,-30,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Philadelphia,7.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,-35,1,NA,0,1,NA,0,0,1,1,0,0,0,0,0
Nashville,-5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tucson,12,1,1,1,1,0,1,0,1,1,0,0,0,0,0
St Louis,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,1,1,NA,1,1,1,1,0,1,1,0,1
Nashville,-14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,6,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tampa,105,1,NA,0,0,NA,1,1,0,1,0,1,1,0,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,94.5,1,NA,1,1,0,1,1,1,1,0,1,1,1,1
Philadelphia,0,1,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,15.5,1,NA,1,1,NA,NA,1,NA,2,0,0,0,0,1
St Louis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,25.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,12,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
Philadelphia,-3.5,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA
Tucson,12,1,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,-5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,-14,1,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Tampa,30,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,124,1,NA,1,1,0,1,1,NA,1,0,1,0,1,1
Philadelphia,15,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,1
Tucson,8,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
St Louis,-4,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,52.5,1,1,0,0,NA,0,1,NA,2,0,0,0,0,1
Tucson,7,1,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,66,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,10.5,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Tucson,8.5,0,NA,1,0,NA,1,0,1,1,NA,NA,NA,NA,0
Philadelphia,124,1,NA,1,0,NA,1,1,NA,2,0,0,0,1,1
Philadelphia,-5.5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Nashville,60,1,NA,1,0,NA,1,1,NA,1,0,1,0,0,0
St Louis,10,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Reno,26,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,18,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Boise,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Boise,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,97.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Santa Barbara,15.5,1,NA,1,0,NA,1,1,NA,2,NA,NA,NA,NA,1
Tucson,6,1,NA,1,0,NA,1,1,NA,1,0,1,0,0,0
Nashville,-42.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,22,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,NA
New Orleans,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,-27.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,18,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Indianapolis,14,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,22,1,NA,1,1,NA,1,1,NA,1,0,1,0,0,1
Nashville,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boise,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,-20.5,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,0
Santa Barbara,14,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,8,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Nashville,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,-27,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
St Louis,0,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
New Orleans,130,1,NA,0,NA,0,1,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,0,1,NA,1,1,NA,0,0,1,1,0,0,0,0,1
Tampa,-9,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,24,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,14,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,-11.5,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Reno,0,1,NA,0,0,NA,1,1,1,1,0,1,1,0,0
Indianapolis,-17,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tampa,-3.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
St Louis,31.5,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,19,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Tampa,15,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,9,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
New Orleans,29,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,-29.5,1,1,1,1,NA,1,1,1,1,0,1,0,1,1
Indianapolis,6,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Reno,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,46,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,40,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
St Louis,76,1,NA,0,1,NA,1,1,0,1,0,1,1,0,0
New Orleans,-8.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,20,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,12.5,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,-4.5,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1
Tampa,10,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,26,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,13.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Reno,26,1,NA,1,1,0,1,1,1,1,0,0,0,0,0
Philadelphia,0,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,14,1,NA,0,1,NA,1,0,0,1,NA,NA,NA,NA,1
Nashville,20,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,-5.5,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,0
Tampa,0,1,NA,0,NA,NA,1,1,NA,1,0,0,0,0,NA
Tampa,-10,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Reno,8,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,2.5,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Indianapolis,8,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,7,1,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,3,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
New Orleans,6.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Tampa,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Philadelphia,17,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,10.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,34,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,79,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,12.5,1,NA,NA,1,NA,0,1,NA,NA,0,0,0,0,NA
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,4,1,NA,1,NA,NA,1,1,1,1,0,0,0,0,NA
Tampa,4,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Reno,16.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
St Louis,45,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,61.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,11,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tucson,7,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,54.5,1,NA,1,1,NA,1,1,1,2,0,1,1,NA,1
Philadelphia,75,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,18,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA
New Orleans,-11.5,1,NA,NA,1,NA,1,NA,1,1,0,0,0,0,NA
New Orleans,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Tucson,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
St Louis,10,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,-8,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
Indianapolis,24,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,13,NA,NA,NA,1,NA,0,0,1,1,0,0,0,0,1
Tucson,21,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,-26.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,12,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,-13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
New Orleans,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,118.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,51,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,30,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,-14.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,0
Indianapolis,12,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Nashville,15,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Reno,-29,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
St Louis,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Philadelphia,-17,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Boise,30,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,0,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Santa Barbara,28.5,1,NA,1,1,NA,1,1,1,1,0,1,0,0,1
Philadelphia,35.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Reno,36.5,1,NA,1,1,NA,1,1,0,1,0,1,1,0,0
Tucson,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,13,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Nashville,7.5,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,20,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
Nashville,-13,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,-16.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tampa,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Boise,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,4.5,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,24,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,15,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,16,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
St Louis,19.5,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
Tampa,6,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,-11.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,-12,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,1
New Orleans,38,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,1,NA,1,1,NA,0,0,1,1,0,0,0,0,0
Nashville,12.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-3.5,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
New Orleans,16.5,1,NA,1,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,30,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-6,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,-15.5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,8.5,1,1,1,1,NA,1,0,1,1,NA,NA,NA,NA,0
Philadelphia,3,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
Indianapolis,-7.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,58.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,15.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,15,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Tucson,42,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,6.5,1,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,-18,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
New Orleans,-7,1,NA,NA,NA,NA,0,0,NA,1,0,0,0,0,0
Tampa,27,1,1,1,1,NA,1,1,NA,1,0,1,0,0,0
Philadelphia,24,1,NA,1,0,NA,1,0,NA,2,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
Reno,0,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,0
St Louis,-31,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Reno,37,1,NA,1,1,NA,1,0,NA,1,0,0,0,0,0
Indianapolis,42,1,NA,1,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Santa Barbara,-20.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Tucson,0,1,NA,1,1,NA,1,1,1,1,0,1,1,0,0
New Orleans,-6,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Nashville,17,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,16.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
St Louis,-38,1,1,1,1,0,1,0,1,1,0,1,0,0,0
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,3.5,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,NA
Philadelphia,18,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,1,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
St Louis,35,1,NA,0,1,NA,1,1,NA,1,0,1,NA,0,0
Tampa,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,NA
Tucson,5.5,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tampa,36,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,-6.5,1,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA
Tucson,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Indianapolis,12.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Nashville,79,1,NA,1,0,NA,1,1,NA,2,NA,NA,NA,NA,1
Indianapolis,-4,1,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,1,NA,1,1,NA,2,NA,NA,NA,NA,1
New Orleans,12,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Indianapolis,25,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,18,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Santa Barbara,36,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,232.5,1,1,0,0,0,1,1,1,1,0,1,1,1,1
Santa Barbara,8.5,1,1,1,0,NA,1,1,NA,1,0,0,0,0,0
Boise,15,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,1
Santa Barbara,12,1,1,1,0,NA,1,1,NA,1,0,0,0,0,1
Philadelphia,-6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,56,1,NA,1,0,NA,1,1,NA,1,NA,NA,NA,NA,1
Nashville,-23,1,NA,NA,1,NA,NA,0,1,1,0,0,0,0,1
St Louis,132,1,NA,0,1,0,1,1,NA,1,0,1,0,0,1
Reno,17,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Tucson,24,1,NA,0,1,NA,1,1,0,1,0,1,0,0,0
Tucson,19,1,NA,1,0,NA,1,1,NA,2,0,1,0,0,NA
Tucson,0,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,-12,1,NA,0,1,NA,0,0,NA,1,NA,NA,NA,NA,NA
Nashville,-19.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-17,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
St Louis,10.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reno,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
St Louis,0,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,NA,NA,0,0,1,1,NA,NA,NA,NA,1
St Louis,27,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,-12.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Indianapolis,3,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,-17,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA
New Orleans,31.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,3,1,NA,NA,1,NA,1,1,1,1,0,1,0,0,1
Indianapolis,9.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
New Orleans,6,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,82.5,1,NA,1,0,0,1,1,NA,1,0,1,1,0,1
Philadelphia,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Indianapolis,166,1,NA,1,NA,0,1,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,12,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1
Santa Barbara,127.5,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,-27,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,5.5,1,1,0,NA,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Tucson,18,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Nashville,10,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
St Louis,5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Reno,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tampa,-13.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Philadelphia,-30,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,7,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Boise,4,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
Indianapolis,8.5,1,NA,NA,1,NA,1,1,NA,NA,0,0,0,0,NA
Boise,10,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,26,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1
New Orleans,-5.5,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,44,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,0,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Reno,-15,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
